# non co2 emissions map
sector,ghg,var1,var2,var3,var4,var5,var6,var7,var8,unit_conv
resid others modern,NMVOC,Emissions|VOC,Emissions|VOC|Energy,Emissions|VOC|Energy|Demand|Residential and Commercial,,,,,,1
resid others TradBio,NMVOC,Emissions|VOC,Emissions|VOC|Energy,Emissions|VOC|Energy|Demand|Residential and Commercial,,,,,,1
trn_aviation_intl,NMVOC,Emissions|VOC,Emissions|VOC|Energy,Emissions|VOC|Energy|Demand|Transportation,,,,,,1
trn_freight,NMVOC,Emissions|VOC,Emissions|VOC|Energy,Emissions|VOC|Energy|Demand|Transportation,,,,,,1
trn_freight_road,NMVOC,Emissions|VOC,Emissions|VOC|Energy,Emissions|VOC|Energy|Demand|Transportation,,,,,,1
trn_pass,NMVOC,Emissions|VOC,Emissions|VOC|Energy,Emissions|VOC|Energy|Demand|Transportation,,,,,,1
trn_pass_road,NMVOC,Emissions|VOC,Emissions|VOC|Energy,Emissions|VOC|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV,NMVOC,Emissions|VOC,Emissions|VOC|Energy,Emissions|VOC|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV_4W,NMVOC,Emissions|VOC,Emissions|VOC|Energy,Emissions|VOC|Energy|Demand|Transportation,,,,,,1
trn_shipping_intl,NMVOC,Emissions|VOC,Emissions|VOC|Energy,Emissions|VOC|Energy|Demand|Transportation,,,,,,1
UnmanagedLand,NMVOC,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Land,,,,,,1
urban processes,NMVOC,Emissions|VOC,Emissions|VOC|Other,,,,,,,1
waste biomass for paper,NMVOC,Emissions|VOC,Emissions|VOC|Waste,,,,,,,1
agricultural energy use,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand,Emissions|NOx|Energy|Demand|AFOFI,,,,,1
alumina,NOx,Emissions|NOx,Emissions|NOx|Industrial Processes,Emissions|NOx|Industrial Processes|Non-Ferrous Metals,,,,,,1
ammonia,NOx,Emissions|NOx,Emissions|NOx|Industrial Processes,Emissions|NOx|Industrial Processes|Chemicals,Emissions|NOx|Industrial Processes|Chemicals|Ammonia,,,,,1
backup_electricity,NOx,Emissions|NOx,??,,,,,,,1
chemical energy use,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Industry,,,,,,1
comm cooling,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
comm heating,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
comm others,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
construction energy use,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Industry,,,,,,1
district heat,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Supply,Emissions|NOx|Energy|Supply|Combustion,,,,,1
electricity,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Supply,??,,,,,1
H2 central production,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Supply,,,,,,1
H2 forecourt production,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Supply,,,,,,1
H2 wholesale dispensing,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Supply,,,,,,1
industrial energy use,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Industry,,,,,,1
industrial processes,NOx,Emissions|NOx,Emissions|NOx|Industrial Processes,,,,,,,1
iron and steel,NOx,Emissions|NOx,Emissions|NOx|Industrial Processes,Emissions|NOx|Industrial Processes|Iron and Steel,,,,,,1
mining energy use,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Industry,,,,,,1
N fertilizer,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Industry,??==ammonia??,,,,,1
other industrial energy use,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Industry,,,,,,1
process heat cement,NOx,Emissions|NOx,Emissions|NOx|Industrial Processes,Emissions|NOx|Industrial Processes|Cement,,,,,,1
process heat food processing,NOx,Emissions|NOx,Emissions|NOx|Industrial Processes,Emissions|NOx|Industrial Processes|Other Sector,,,,,,1
process heat paper,NOx,Emissions|NOx,Emissions|NOx|Industrial Processes,Emissions|NOx|Industrial Processes|Pulp and Paper,,,,,,1
refining,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Supply,,,,,,1
resid cooling,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
resid cooling modern,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
resid heating,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
resid heating coal,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
resid heating modern,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
resid heating TradBio,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
resid others,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
resid others coal,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
resid others modern,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
resid others TradBio,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Residential and Commercial,,,,,,1
trn_aviation_intl,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Transportation,,,,,,1
trn_freight,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Transportation,,,,,,1
trn_freight_road,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Transportation,,,,,,1
trn_pass,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Transportation,,,,,,1
trn_pass_road,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV_4W,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Transportation,,,,,,1
trn_shipping_intl,NOx,Emissions|NOx,Emissions|NOx|Energy,Emissions|NOx|Energy|Demand|Transportation,,,,,,1
UnmanagedLand,NOx,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Land,,,,,,1
urban processes,NOx,Emissions|NOx,Emissions|NOx|Other,,,,,,,1
waste biomass for paper,NOx,Emissions|NOx,Emissions|NOx|Waste,,,,,,,1
Beef,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,Emissions|NOx|AFOLU|Agriculture|Livestock,,,,,1
Corn,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Dairy,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,Emissions|NOx|AFOLU|Agriculture|Livestock,,,,,1
FiberCrop,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
FodderGrass,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
FodderHerb,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Fruits,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Legumes,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
MiscCrop,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
NutsSeeds,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
OilCrop,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
OilPalm,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
OtherGrain,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
PalmFruit,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Pork,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,Emissions|NOx|AFOLU|Agriculture|Livestock,,,,,1
Poultry,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,Emissions|NOx|AFOLU|Agriculture|Livestock,,,,,1
Rice,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,Emissions|NOx|AFOLU|Agriculture|Rice,,,,,1
RootTuber,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
SheepGoat,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,Emissions|NOx|AFOLU|Agriculture|Livestock,,,,,1
Soybean,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
SugarCrop,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Vegetables,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Wheat,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Corn,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
FiberCrop,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Fruits,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Legumes,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
MiscCrop,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
NutsSeeds,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
OilCrop,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
OilPalm,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
OtherGrain,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
PalmFruit,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Rice,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,Emissions|NOx|AFOLU|Agriculture|Rice,,,,,1
RootTuber,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Soybean,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
SugarCrop,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Vegetables,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
Wheat,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,,,,,1
agricultural energy use,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,Emissions|OC|Energy|Demand|AFOFI,,,,,1
alumina,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Non-Ferrous Metals,,,,,,1
ammonia,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Chemicals,Emissions|OC|Industrial Processes|Chemicals|Ammonia,,,,,1
backup_electricity,OC,Emissions|OC,??,,,,,,,1
chemical energy use,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Industry,,,,,,1
comm heating,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
comm others,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
construction energy use,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Industry,,,,,,1
district heat,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Supply,Emissions|OC|Energy|Supply|Combustion,,,,,1
electricity,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Supply,??,,,,,1
industrial energy use,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Industry,,,,,,1
iron and steel,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Iron and Steel,,,,,,1
mining energy use,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Industry,,,,,,1
N fertilizer,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Industry,??==ammonia??,,,,,1
other industrial energy use,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Industry,,,,,,1
process heat cement,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Cement,,,,,,1
process heat food processing,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Other Sector,,,,,,1
process heat paper,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Pulp and Paper,,,,,,1
resid cooling,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
resid cooling modern,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
resid heating,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
resid heating coal,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
resid heating modern,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
resid heating TradBio,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
resid others,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
resid others coal,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
resid others modern,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
resid others TradBio,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Residential and Commercial,,,,,,1
trn_aviation_intl,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Transportation,,,,,,1
trn_freight,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Transportation,,,,,,1
trn_freight_road,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Transportation,,,,,,1
trn_pass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Transportation,,,,,,1
trn_pass_road,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV_4W,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Transportation,,,,,,1
trn_shipping_intl,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand|Transportation,,,,,,1
UnmanagedLand,OC,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Land,,,,,,1
urban processes,OC,Emissions|OC,Emissions|OC|Other,,,,,,,1
waste biomass for paper,OC,Emissions|OC,Emissions|OC|Waste,,,,,,,1
Corn,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
FiberCrop,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
Fruits,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
Legumes,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
MiscCrop,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
NutsSeeds,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
OilCrop,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
OilPalm,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
OtherGrain,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
PalmFruit,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
Rice,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,Emissions|OC|AFOLU|Agriculture|Rice,,,,,1
RootTuber,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
Soybean,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
SugarCrop,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
Vegetables,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
Wheat,OC_AWB,Emissions|OC,Emissions|OC|AFOLU,Emissions|OC|AFOLU|Agriculture,,,,,,1
electricity_net_ownuse,SF6,Emissions|SF6,,,,,,,,1
industrial processes,SF6,Emissions|SF6,,,,,,,,1
agricultural energy use,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|AFOFI,,,,,1
alumina,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Non-Ferrous Metals,,,,,,1
ammonia,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Chemicals,Emissions|Sulfur|Industrial Processes|Chemicals|Ammonia,,,,,1
backup_electricity,SO2_1,Emissions|Sulfur,??,,,,,,,1
chemical energy use,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
comm cooling,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
comm heating,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
comm others,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
construction energy use,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
district heat,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Combustion,,,,,1
electricity,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,??,,,,,1
H2 central production,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,,,,,,,1
industrial energy use,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
industrial processes,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,,,,,,,1
iron and steel,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Iron and Steel,,,,,,1
mining energy use,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
N fertilizer,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,??==ammonia??,,,,,1
other industrial energy use,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
process heat cement,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Cement,,,,,,1
process heat food processing,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Other Sector,,,,,,1
process heat paper,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Pulp and Paper,,,,,,1
refining,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,,,,,,1
resid cooling,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid cooling modern,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating coal,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating modern,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating TradBio,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others coal,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others modern,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others TradBio,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
trn_aviation_intl,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_freight,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_freight_road,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV_4W,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_shipping_intl,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
UnmanagedLand,SO2_1,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Land,,,,,,1
urban processes,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Other,,,,,,,1
waste biomass for paper,SO2_1,Emissions|Sulfur,Emissions|Sulfur|Waste,,,,,,,1
Corn,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
FiberCrop,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Fruits,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Legumes,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
MiscCrop,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
NutsSeeds,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OilCrop,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OilPalm,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OtherGrain,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
PalmFruit,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Rice,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,Emissions|Sulfur|AFOLU|Agriculture|Rice,,,,,1
RootTuber,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Soybean,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
SugarCrop,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Vegetables,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
