# Water withdrawals by subsector,,,,,
sector,subsector,var1,var2,var3,unit_conv
MiscCrop,MiscCrop_ZambeziR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_AfrCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_GuineaGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_NigerR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_SenegalR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_VoltaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_AfrCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_GuineaGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_LChad,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_NigerR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SenegalR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_VoltaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_RioLaPlata,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ArgColoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ArgCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ArgCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MarChiq,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_NegroR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Pampas,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_RioLaPlata,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Salinas,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_AusCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_AusCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_AusCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_AusInt,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MurrayDrlg,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_NewZealand,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Tasmania,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_AmazonR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_BrzCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_BrzCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_BrzCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_ParnaibaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_SaoFrancR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_TocantinsR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_AmazonR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BrzCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BrzCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BrzCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ParnaibaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SaoFrancR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_TocantinsR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_NelsonR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_Caribbean,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_CntAmer,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_GrijUsuR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_YucatanP,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Caribbean,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_CntAmer,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ColEcuaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_GrijUsuR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SAmerCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_YucatanP,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_AmuDaryaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BlackSeaS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_CaspianE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_CaspianNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_CaspianSW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Gobi,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_LBalkash,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ObR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SyrDaryaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_UralR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_VolgaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_AmurR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_BoHai,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_ChinaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_GangesR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_Gobi,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_Hainan,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_Hong,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_HuangHeR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_IrrawaddyR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_LBalkash,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_Mekong,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_ObR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_RusCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_SChinaSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_Salween,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_Tarim,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_XunJiang,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_Yangtze,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_ZiyaHe,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_AmurR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BoHai,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ChinaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_GangesR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Hainan,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Hong,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_HuangHeR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_IrrawaddyR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Mekong,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_RusCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SChinaSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Salween,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Tarim,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_XunJiang,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Yangtze,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ZiyaHe,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_AdrBlkSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_DanubeR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ElbeR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_OderR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_PolandCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_WislaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_DnkGrmCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_DouroR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_EbroR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_EmsWeserR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_EngWales,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_FranceCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_FranceCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Gironde,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_GuadalqR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_GuadianaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_IberiaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Ireland,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_LoireR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MeditIsl,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_RhineR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_RhoneR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ScheldtR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Scotland,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SeineR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SpainCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_TagusR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BlackSeaN,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_DnieperR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_DniesterR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_DonR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_EJrdnSyr,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_TigrEuphR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_BengalW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_BrahmaniR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_CauveryR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_GodavariR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_IndCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_IndCstNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_IndCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_IndCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_IndusR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_KrishnaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_MahanadiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_MahiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_NarmadaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_PennarR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_SabarmatiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_TaptiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BengalW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BrahmaniR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_CauveryR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_GodavariR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_IndCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_IndCstNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_IndCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_IndCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_IndusR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_KrishnaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MahanadiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MahiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_NarmadaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_PennarR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SabarmatiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_TaptiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BorneoCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_IdnE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_IrianJaya,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_JavaTimor,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Kalimantan,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Sulawesi,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Sumatra,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Japan,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Taiwan,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_California,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_MexBaja,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_MexCstNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_MexCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_MexGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_MexInt,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_Papaloapan,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_RioBalsas,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_RioGrande,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_RioLerma,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_RioVerde,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_Tehuantpc,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_UsaColoRS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_California,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MexBaja,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MexCstNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MexCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MexGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MexInt,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Papaloapan,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_RioBalsas,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_RioGrande,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_RioLerma,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_RioVerde,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Tehuantpc,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_UsaColoRS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_ArabianP,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_RedSeaE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ArabianP,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ArabianSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_DeadSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_FarahrudR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_HamuMashR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Helmand,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Iran,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_PersianGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_RedSeaE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BalticSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_DaugavaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_DvinaRN,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_LenaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_NarvaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_NevaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_YeniseiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_AfrCstSSW,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_OrangeR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_OrinocoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_SAmerCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_SAmerCstNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_OrinocoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SAmerCstNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_ColEcuaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_PeruCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_LaPuna,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_PeruCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SriLanka,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_Korea,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_BengalBay,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_BorneoCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_ChaoPhrR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_MalaysiaP,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_SittaungR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_ThaiGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCropTree_VietnamCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_BengalBay,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ChaoPhrR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MalaysiaP,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_SittaungR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ThaiGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_VietnamCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_ArkWhtRedR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_GreatBasin,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MissouriR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MissppRN,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_MissppRS,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_OhioR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_TennR,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_UsaCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_UsaCstNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_UsaCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
MiscCrop,MiscCrop_UsaPacNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
municipal water,municipal water,Water Withdrawal,Water Withdrawal|Municipal Water,,1
nuclearFuelGenII,enrichedUranium,Water Withdrawal,NoReported,,1
nuclearFuelGenIII,enrichedUranium,Water Withdrawal,NoReported,,1
NutsSeeds,NutsSeedsTree_AfrCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_AfrCstNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_NileR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_RiftValley,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_ShebJubR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_AfrCstNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_LChad,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_NileR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_AfrCstNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_AfrIntN,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_MeditE,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_MeditS,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_AfrCstNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_AfrIntN,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_MeditE,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_MeditS,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_SinaiP,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_AfrCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_AfrCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_AfrIntS,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_AngolaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_CongoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_LimpopoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_ZambeziR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_AfrCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_LimpopoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_ZambeziR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_AfrCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_GuineaGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_LChad,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_NigerR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_SenegalR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeedsTree_VoltaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
NutsSeeds,NutsSeeds_GuineaGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
