# Water withdrawals by subsector,,,,,
sector,subsector,var1,var2,var3,unit_conv
FodderHerb,FodderHerbC4_TiberR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_DouroR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_EbroR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_EmsWeserR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_EngWales,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_FranceCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_FranceCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_Gironde,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_GuadalqR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_GuadianaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_IberiaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_Ireland,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_ItalyCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_ItalyCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_LoireR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_MeditIsl,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_PoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_RhineR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_RhoneR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_ScheldtR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_Scotland,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_SeineR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_SpainCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_Sweden,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_TagusR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_TiberR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_BlackSeaN,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_DnieperR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_DniesterR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_DonR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_NevaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_BlackSeaN,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_DnieperR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_DonR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_NevaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_EJrdnSyr,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_MeditE,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_TigrEuphR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_EJrdnSyr,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_TigrEuphR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_ScndnvN,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_Japan,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_Taiwan,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_Japan,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_California,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_MexBaja,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_MexCstNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_MexCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_MexGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_MexInt,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_Papaloapan,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_RioBalsas,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_RioGrande,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_RioLerma,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_RioVerde,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_Tehuantpc,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_UsaColoRS,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_California,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_GrijUsuR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_MexBaja,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_MexCstNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_MexCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_MexGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_MexInt,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_Papaloapan,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_RioBalsas,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_RioGrande,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_RioLerma,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_RioVerde,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_Tehuantpc,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_UsaColoRS,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_ArabianP,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_DeadSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_RedSeaE,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_DeadSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_AmurR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_BalticSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_BarentsSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_DvinaRN,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_Finland,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_NarvaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_RusCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_YeniseiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_AmurR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_BarentsSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_DvinaRN,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_Finland,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_RusCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_VolgaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_YeniseiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_AfrCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_AfrCstSSW,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_LimpopoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_OrangeR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_ChileCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_ArkWhtRedR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_GreatBasin,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_MissppRN,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_MissppRS,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_OhioR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_TennR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_TexasCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_UsaColoRN,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_UsaCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerbC4_UsaCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_ArkWhtRedR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_GreatBasin,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_MissppRN,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_MissppRS,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_OhioR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_TennR,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_TexasCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_UsaColoRN,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_UsaCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
FodderHerb,FodderHerb_UsaCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
food processing,food processing,Water Withdrawal,NoReported,,1
Fruits,FruitsTree_AfrCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AfrCstNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_LChad,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_NileR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_RiftValley,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ShebJubR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AfrCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_NileR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_RiftValley,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ShebJubR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AfrCstNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AfrIntN,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_MeditE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_MeditS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_SinaiP,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AfrCstNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AfrIntN,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_MeditE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_MeditS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_SinaiP,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AfrCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AfrCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AfrCstSW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AfrIntS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AngolaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_CongoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_LimpopoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_OrangeR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ZambeziR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AfrCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AfrCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AfrIntS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AngolaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_CongoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_LimpopoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ZambeziR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AfrCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_GuineaGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_NigerR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_SenegalR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_VoltaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AfrCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_GuineaGulf,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_LChad,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_NigerR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_SenegalR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_VoltaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ArgColoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ArgCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ArgCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ChileCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_MarChiq,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_NegroR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Pampas,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Patagonia,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_RioLaPlata,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Salinas,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ArgColoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ArgCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ArgCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ChileCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_MarChiq,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_NegroR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Pampas,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Patagonia,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_RioLaPlata,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Salinas,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AusCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AusCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AusCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AusCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AusInt,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_MurrayDrlg,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_NewZealand,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Tasmania,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AusCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AusCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AusCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AusCstW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AusInt,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_MurrayDrlg,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_NewZealand,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Tasmania,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AmazonR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_BrzCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_BrzCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_BrzCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ParnaibaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_SaoFrancR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_TocantinsR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AmazonR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_BrzCstE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_BrzCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_BrzCstS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ParnaibaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_SaoFrancR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_TocantinsR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_CanAtl,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_FraserR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_GreatLakes,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_HudsonBay,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_NWTerr,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_NelsonR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_PacArctic,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_StLwrncR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_UsaCstNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_UsaPacNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_CanAtl,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_FraserR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_GreatLakes,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_HudsonBay,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Mackenzie,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_MissouriR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_NWTerr,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_NelsonR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_PacArctic,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_StLwrncR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_UsaCstNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_UsaPacNW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Caribbean,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_CntAmer,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ColEcuaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_GrijUsuR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_SAmerCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_YucatanP,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Caribbean,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_CntAmer,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ColEcuaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_GrijUsuR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_SAmerCstN,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_YucatanP,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AmuDaryaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_AmurR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_BlackSeaS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_CaspianE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_CaspianNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_CaspianSW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Gobi,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_LBalkash,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ObR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_SyrDaryaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_UralR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_VolgaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_YeniseiR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AmuDaryaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_BlackSeaS,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_CaspianE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_CaspianNE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_CaspianSW,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Gobi,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_LBalkash,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ObR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_SyrDaryaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_UralR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_VolgaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_BoHai,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ChinaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_GangesR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Hainan,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Hong,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_HuangHeR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_IndusR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_IrrawaddyR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Mekong,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_RusCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_SChinaSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Salween,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Tarim,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_XunJiang,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_Yangtze,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_ZiyaHe,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_AmurR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_BoHai,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ChinaCst,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_GangesR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Hainan,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Hong,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_HuangHeR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_IrrawaddyR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Mekong,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_RusCstSE,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_SChinaSea,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Salween,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Tarim,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_XunJiang,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_Yangtze,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,Fruits_ZiyaHe,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_MagdalenaR,Water Withdrawal,Water Withdrawal|Irrigation,,1
Fruits,FruitsTree_OrinocoR,Water Withdrawal,Water Withdrawal|Irrigation,,1
