"Model","Scenario","Region","Variable","Unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"GCAM 7.0","Reference","Pakistan","Agricultural Demand|Crops|Bioenergy","million t DM/yr",0.151157,0.167524,0.196029,0.291458323528682,0.393722935398694,0.718719793417377,1.21637531008067,1.9806205652141,3.11923873338508,4.19612711605849,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Russia","Agricultural Demand|Crops|Bioenergy","million t DM/yr",0.289505,0.290633,0.319564,0.889051029171442,0.994643484461835,1.04353478560136,1.99135920590653,5.47184269845427,10.790687778999,15.843306029187,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","South Africa","Agricultural Demand|Crops|Bioenergy","million t DM/yr",0.148142,0.143956,0.143328,0.304647148804742,0.362553534753052,0.54804299518957,0.876358138089013,1.45095791440861,2.26230396989059,3.13834015246509,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","South America_Northern","Agricultural Demand|Crops|Bioenergy","million t DM/yr",0.0251512,0.0266841,0.0275551,0.010216,0.0097912,0.0115673,0.0138826,0.0155319,0.0348046154619256,0.103922002137529,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","South America_Southern","Agricultural Demand|Crops|Bioenergy","million t DM/yr",0.265993392,1.1634035,3.1658276,3.8946026,4.5065756,5.2747402,6.3355064,8.0131628,10.1674328,12.0833574,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","South Asia","Agricultural Demand|Crops|Bioenergy","million t DM/yr",0.0982291,0.106829,0.137882,0.303803219121425,0.594508047940277,0.914443253942439,1.3141022267235,1.93591108764347,2.81489740836481,3.75853667747891,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","South Korea","Agricultural Demand|Crops|Bioenergy","million t DM/yr",0.18750452,1.981705,2.53126,3.91675926,3.9976637,3.8597477,4.38391882,6.7338044,10.5437952,14.1081264,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Southeast Asia","Agricultural Demand|Crops|Bioenergy","million t DM/yr",1.2924863345528,5.0407853721766,11.7891948191252,25.8304767711429,40.4248061599397,55.6203174526351,74.1573936700502,104.145311351273,144.486721066699,181.960049385115,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Taiwan","Agricultural Demand|Crops|Bioenergy","million t DM/yr",0.0486057,0.0546693,0.0823057592689162,0.379243272512344,0.40056747171543,0.419395596219469,0.94766639394981,2.96277274396791,6.73622167397536,10.7710299034223,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","USA","Agricultural Demand|Crops|Bioenergy","million t DM/yr",35.7793236,97.8929676,161.359454,189.038128,182.597728,163.815936,141.667948,147.05458,203.652198,248.886268,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","World","Agricultural Demand|Crops|Bioenergy","million t DM/yr",107.851691490534,259.933617240494,371.827529763935,475.555119314289,527.038387071432,566.236341760973,614.25636486896,758.272642247001,1025.44523224411,1270.35344035024,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Africa_Eastern","Agricultural Demand|Crops|Bioenergy|1st Generation","million t DM/yr",0,0.0120744,0.016093868,0.128326153066074,0.254004698375093,0.593673284780005,1.09266389553721,1.83732359037584,2.854255987516,4.00871491035305,0,0,0,0,0,0,0,0,0,0
