"Model","Scenario","Region","Variable","Unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060"
"GCAM 7.1","trn_EVcost-20_241121","Australia_NZ","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.222500127010579,0.668058244259733,0.683512831775912,0.722977168129342,0.700373800043443,0.729427264297918,0.773637897630912,0.80505233898987
"GCAM 7.1","trn_EVcost-20_241121","Brazil","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.651638685351677,1.52155522296162,1.48103963434333,1.55300863986434,1.41376031928686,1.46017135638364,1.51336475430948,1.48902486949291
"GCAM 7.1","trn_EVcost-20_241121","Canada","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.445851058331343,1.21470465637363,1.21616996030226,1.27618222775483,1.18237162872537,1.21615036400276,1.27957938494932,1.31262284490099
"GCAM 7.1","trn_EVcost-20_241121","Central America and Caribbean","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.154632708821233,0.390004293520687,0.424165807962529,0.47651725214676,0.497433801717408,0.547249102263856,0.622238095238095,0.669851678376268
"GCAM 7.1","trn_EVcost-20_241121","Central Asia","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.176201998898393,0.5473542136458,0.621062626814238,0.654290381654952,0.640688645447398,0.652305983042788,0.720377370926056,0.743713544584473
"GCAM 7.1","trn_EVcost-20_241121","China","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.579198448975127,1.5555169222916,1.53758063361058,1.50818700876507,1.32167735833277,1.25107537291383,1.29645093064719,1.17062170480527
"GCAM 7.1","trn_EVcost-20_241121","Colombia","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.115220296643247,0.278261904761905,0.301945901639344,0.33560156128025,0.34096018735363,0.369036299765808,0.411052224824356,0.43474387197502
"GCAM 7.1","trn_EVcost-20_241121","EU-12","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.339759525705119,1.18548682365658,1.2492144524753,1.25651923738496,1.09276159645475,1.09281602571094,1.190725709095,1.17145037999893
"GCAM 7.1","trn_EVcost-20_241121","EU-15","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,2.14635606483272,7.11291436554494,7.28747270848541,7.60757700436757,6.84073477154854,6.95624110848191,7.2142484582895,7.27050530159868
"GCAM 7.1","trn_EVcost-20_241121","Europe_Eastern","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.0840706723096551,0.272837955530866,0.314540644110405,0.327831482414308,0.30980100462769,0.319340636578052,0.365737958826271,0.383107378411332
"GCAM 7.1","trn_EVcost-20_241121","Europe_Non_EU","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.288358251890182,0.96821678990044,1.03258149269503,1.07331473714261,0.999214745755495,1.0129083506649,1.08740018880151,1.09996142301959
"GCAM 7.1","trn_EVcost-20_241121","European Free Trade Association","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.0779166779258867,0.261314413328534,0.267838244430784,0.280553834244547,0.253549199168088,0.260932718694985,0.272658262101085,0.275688781279416
"GCAM 7.1","trn_EVcost-20_241121","India","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.0682073900322692,0.346292193663211,0.427712122661364,0.448632551439862,0.44593193386747,0.451317846793477,0.527565082487413,0.549431726384465
"GCAM 7.1","trn_EVcost-20_241121","Indonesia","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.0688944522534095,0.394256839140106,0.452577448443747,0.471392745984903,0.452530047502031,0.457976866891226,0.515912008275191,0.51573173773328
"GCAM 7.1","trn_EVcost-20_241121","Japan","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.606775997813542,1.49859769392937,1.43133663812881,1.44640055507445,1.23713775060144,1.24911555543489,1.27301375614036,1.2369320810633
"GCAM 7.1","trn_EVcost-20_241121","Mexico","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.444319203747073,1.12608508977361,1.19770960187354,1.30131303669009,1.29113270882123,1.38851053864169,1.52895394223263,1.57288446526151
"GCAM 7.1","trn_EVcost-20_241121","Middle East","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.690392113309973,2.77499083974776,3.15153459177551,3.4356732340573,3.37453975097536,3.64140714285714,4.36595714285714,4.52813142857143
